DiseaseName	DiseaseID	ParentIDs	Synonyms
Lymphoma	MESH:D008223	MESH:D008232|MESH:D009370	Germinoblastic Sarcoma|Germinoblastic Sarcomas|Germinoblastoma|Germinoblastomas|Lymphoma, Malignant|Lymphomas|Lymphomas, Malignant|Malignant Lymphoma|Malignant Lymphomas|Reticulolymphosarcoma|Reticulolymphosarcomas|Sarcoma, Germinoblastic|Sarcomas, Germinoblastic
Lymphoma, AIDS-Related	MESH:D016483	MESH:D016393	AIDS Associated Lymphoma|AIDS-Associated Lymphoma|AIDS-Associated Lymphomas|AIDS Related Lymphoma|AIDS-Related Lymphoma|AIDS-Related Lymphomas|HIV Related Lymphoma|HIV-Related Lymphoma|HIV-Related Lymphomas|Lymphoma, AIDS Associated|Lymphoma, AIDS-Associated|Lymphoma, AIDS Related|Lymphoma, HIV Related|Lymphoma, HIV-Related|Lymphomas, AIDS-Associated|Lymphomas, AIDS-Related|Lymphomas, HIV-Related
Lymphoma, B-Cell	MESH:D016393	MESH:D008228	B Cell Lymphoma|B-Cell Lymphoma|B-Cell Lymphomas|Lymphoma, B Cell|Lymphomas, B-Cell
Lymphoma, B-Cell, Marginal Zone	MESH:D018442	MESH:D016393	GASTRIC LYMPHOMA, PRIMARY|Lymphoma, MALT|Lymphoma, Mucosa Associated Lymphoid Tissue|Lymphoma, Mucosa-Associated Lymphoid Tissue|LYMPHOMA, MUCOSA-ASSOCIATED LYMPHOID TYPE|Lymphoma of Mucosa Associated Lymphoid Tissue|Lymphoma of Mucosa-Associated Lymphoid Tissue|Lymphomas, MALT|MALT Lymphoma|MALT Lymphomas|Marginal Zone B Cell Lymphoma|Marginal Zone B-Cell Lymphoma|Mucosa Associated Lymphoid Tissue Lymphoma|Mucosa-Associated Lymphoid Tissue Lymphoma
Lymphoma, Extranodal NK-T-Cell	MESH:D054391	MESH:D016399	Extranodal NK T Cell Lymphoma|Extranodal NK-T-Cell Lymphoma|Extranodal NK T Cell Lymphoma, Nasal|Extranodal NK-T-Cell Lymphoma, Nasal|Extranodal NK T Cell Lymphoma, Nasal and Nasal Type|Extranodal NK-T-Cell Lymphoma, Nasal and Nasal-Type|Extranodal NK T Cell Lymphoma, Nasal Type|Extranodal NK-T-Cell Lymphoma, Nasal Type|Extranodal NK-T-Cell Lymphomas|Lymphoma, Extranodal NK T Cell|Lymphomas, Extranodal NK-T-Cell|NK-T-Cell Lymphoma, Extranodal|NK-T-Cell Lymphomas, Extranodal
Lymphoma, Follicular	MESH:D008224	MESH:D008228	Brill Symmers Disease|Brill-Symmers Disease|Disease, Brill-Symmers|FL1|Follicular Large Cell Lymphoma|Follicular Large-Cell Lymphoma|Follicular Large-Cell Lymphomas|Follicular Lymphoma|Follicular Lymphoma, Giant|Follicular Lymphoma, Grade 1|Follicular Lymphoma, Grade 2|Follicular Lymphoma, Grade 3|Follicular Lymphomas|Follicular Lymphomas, Giant|FOLLICULAR LYMPHOMA, SUSCEPTIBILITY TO, 1|Follicular Mixed Cell Lymphoma|Follicular Mixed-Cell Lymphoma|Follicular Mixed-Cell Lymphomas|Giant Follicular Lymphoma|Giant Follicular Lymphomas|Histiocytic Lymphoma, Nodular|Histiocytic Lymphomas, Nodular|Large Cell Lymphoma, Follicular|Large-Cell Lymphoma, Follicular|Large-Cell Lymphomas, Follicular|Large Lymphoid Lymphoma, Nodular|Lymphocytic Lymphoma, Nodular, Poorly Differentiated|Lymphocytic Lymphoma, Nodular, Poorly-Differentiated|Lymphoma, Follicular, Grade 1|Lymphoma, Follicular, Grade 2|Lymphoma, Follicular, Grade 3|Lymphoma, Follicular Large Cell|Lymphoma, Follicular Large-Cell|Lymphoma, Follicular Mixed-Cell|Lymphoma, Follicular, Mixed Cell|Lymphoma, Follicular, Mixed Lymphocytic-Histiocytic|Lymphoma, Follicular, Mixed Small and Large Lymphoid|Lymphoma, Follicular, Small and Large Cleaved Cell|Lymphoma, Follicular, Small and Large Cleaved-Cell|Lymphoma, Giant Follicular|Lymphoma, Histiocytic, Nodular|Lymphoma, Large Cell, Follicular|Lymphoma, Large-Cell, Follicular|Lymphoma, Large Lymphoid, Nodular|Lymphoma, Lymphocytic, Nodular, Poorly Differentiated|Lymphoma, Lymphocytic, Nodular, Poorly-Differentiated|Lymphoma, Mixed-Cell, Follicular|Lymphoma, Nodular|Lymphoma, Nodular Histiocytic|Lymphoma, Nodular, Large Follicular Center Cell|Lymphoma, Nodular, Large Follicular Center-Cell|Lymphoma, Nodular, Mixed Lymphocytic Histiocytic|Lymphoma, Nodular, Mixed Lymphocytic-Histiocytic|Lymphoma, Nodular, Mixed Small and Large Cell|Lymphomas, Follicular|Lymphomas, Follicular Large-Cell|Lymphomas, Follicular Mixed-Cell|Lymphomas, Giant Follicular|Lymphoma, Small Cleaved Cell, Follicular|Lymphoma, Small Cleaved-Cell, Follicular|Lymphoma, Small Follicular Center Cell|Lymphoma, Small Follicular Center-Cell|Lymphoma, Small Lymphoid, Follicular|Lymphomas, Nodular|Lymphomas, Nodular Histiocytic|Mixed Cell Lymphoma, Follicular|Mixed-Cell Lymphoma, Follicular|Mixed-Cell Lymphomas, Follicular|Nodular Histiocytic Lymphoma|Nodular Histiocytic Lymphomas|Nodular Large Follicular Center Cell Lymphoma|Nodular Large Follicular Center-Cell Lymphoma|Nodular Lymphoma|Nodular Lymphomas|Small Cleaved Cell Lymphoma, Follicular|Small Cleaved-Cell Lymphoma, Follicular|Small Follicular Center Cell Lymphoma|Small Follicular Center-Cell Lymphoma
Lymphoma, Large B-Cell, Diffuse	MESH:D016403	MESH:D016393	Diffuse Histiocytic Lymphoma|Diffuse Histiocytic Lymphomas|Diffuse Large B Cell Lymphoma|Diffuse Large B-Cell Lymphoma|Diffuse, Large B-Cell, Lymphoma|Diffuse Large Cell Lymphoma|Diffuse Large-Cell Lymphoma|Diffuse Large-Cell Lymphomas|Histiocytic Lymphoma|Histiocytic Lymphoma, Diffuse|Histiocytic Lymphomas|Large Cell Lymphoma, Diffuse|Large-Cell Lymphoma, Diffuse|Large Lymphoid Lymphoma, Diffuse|Lymphoma, Diffuse Histiocytic|Lymphoma, Diffuse Large Cell|Lymphoma, Diffuse Large-Cell|Lymphoma, Histiocytic|Lymphoma, Histiocytic, Diffuse|Lymphoma, Large Cell, Diffuse|Lymphoma, Large-Cell, Diffuse|Lymphoma, Large Lymphoid, Diffuse
Lymphoma, Large-Cell, Anaplastic	MESH:D017728	MESH:D016399	Anaplastic Large Cell Lymphoma|Anaplastic Large-Cell Lymphoma|Anaplastic Large-Cell Lymphomas|CD30+ Anaplastic Large Cell Lymphoma|CD30+ Anaplastic Large-Cell Lymphoma|CD30 Positive Anaplastic Large Cell Lymphoma|CD30-Positive Anaplastic Large-Cell Lymphoma|Ki 1 Lymphoma|Ki-1 Lymphoma|Ki-1 Lymphomas|Large-Cell Lymphoma, Anaplastic|Large-Cell Lymphomas, Anaplastic|Lymphoma, Anaplastic Large-Cell|Lymphoma, Ki-1|Lymphoma, Large-Cell, Ki-1|Lymphomas, Anaplastic Large-Cell|Lymphomas, Ki-1|Systemic Anaplastic Large Cell Lymphoma|Systemic Anaplastic Large-Cell Lymphoma
Lymphoma, Large-Cell, Immunoblastic	MESH:D016400	MESH:D008228	Diffuse Immunoblastic Lymphosarcoma|Diffuse Immunoblastic Lymphosarcomas|Immunoblastic Large Cell Lymphoma|Immunoblastic Large-Cell Lymphoma|Immunoblastic Large-Cell Lymphomas|Immunoblastic Lymphoma, Large-Cell|Immunoblastic Lymphomas, Large-Cell|Immunoblastic Lymphosarcoma, Diffuse|Immunoblastic Lymphosarcomas, Diffuse|Immunoblastic Sarcoma|Immunoblastic Sarcomas|Immunoblastoma|Immunoblastomas|Large Cell Immunoblastic Lymphoma|Large-Cell Immunoblastic Lymphoma|Large-Cell Immunoblastic Lymphomas|Large-Cell Lymphoma, Immunoblastic|Large-Cell Lymphomas, Immunoblastic|Lymphoma, Immunoblastic Large-Cell|Lymphoma, Immunoblastic, Large Cell|Lymphoma, Immunoblastic, Large-Cell|Lymphoma, Large Cell, Immunoblastic|Lymphoma, Large-Cell Immunoblastic|Lymphomas, Immunoblastic Large-Cell|Lymphomas, Large-Cell Immunoblastic|Lymphosarcoma, Diffuse Immunoblastic|Lymphosarcomas, Diffuse Immunoblastic|Sarcoma, Immunoblastic|Sarcomas, Immunoblastic
Lymphoma, Mantle-Cell	MESH:D020522	MESH:D008228	Centrocytic Small-Cell Lymphoma|Centrocytic Small-Cell Lymphomas|Diffuse Lymphocytic Lymphoma, Poorly Differentiated|Diffuse Lymphocytic Lymphoma, Poorly-Differentiated|Lymphocytic Lymphoma, Diffuse, Poorly Differentiated|Lymphocytic Lymphoma, Diffuse, Poorly-Differentiated|Lymphoma, Centrocytic Small Cell|Lymphoma, Centrocytic Small-Cell|Lymphoma, Lymphocytic, Diffuse, Intermediate Differentiated|Lymphoma, Lymphocytic, Diffuse, Poorly-Differentiated|Lymphoma, Lymphocytic, Intermediate|Lymphoma, Mantle Cell|Lymphoma, Mantle-Zone|Lymphomas, Centrocytic Small-Cell|Lymphoma, Small-Cell, Centrocytic|Lymphomas, Mantle-Cell|Lymphomas, Mantle-Zone|Mantle Cell Lymphoma|Mantle-Cell Lymphoma|Mantle-Cell Lymphomas|Mantle Zone Lymphoma|Mantle-Zone Lymphoma|Mantle-Zone Lymphomas|Small-Cell Lymphoma, Centrocytic|Small-Cell Lymphomas, Centrocytic
Lymphoma, Non-Hodgkin	MESH:D008228	MESH:D008223	Diffuse Lymphoma|Diffuse Lymphomas|Diffuse Mixed Cell Lymphoma|Diffuse Mixed-Cell Lymphoma|Diffuse Mixed-Cell Lymphomas|Diffuse Mixed Small and Large Cell Lymphoma|Diffuse Small Cleaved Cell Lymphoma|Diffuse Small Cleaved-Cell Lymphoma|Diffuse Undifferentiated Lymphoma|Diffuse Undifferentiated Lymphomas|High-Grade Lymphoma|High-Grade Lymphomas|Intermediate-Grade Lymphoma|Intermediate-Grade Lymphomas|Low-Grade Lymphoma|Low-Grade Lymphomas|Lymphatic Sarcoma|Lymphatic Sarcomas|Lymphocytic-Histiocytic Lymphoma, Mixed|Lymphocytic-Histiocytic Lymphomas, Mixed|Lymphoma, Atypical Diffuse Small Lymphoid|Lymphoma, Diffuse|Lymphoma, Diffuse Mixed-Cell|Lymphoma, Diffuse, Mixed Lymphocytic-Histiocytic|Lymphoma, Diffuse Undifferentiated|Lymphoma, High Grade|Lymphoma, High-Grade|Lymphoma, Intermediate Grade|Lymphoma, Intermediate-Grade|Lymphoma, Low Grade|Lymphoma, Low-Grade|Lymphoma, Mixed|Lymphoma, Mixed Cell|Lymphoma, Mixed-Cell|Lymphoma, Mixed Cell, Diffuse|Lymphoma, Mixed-Cell, Diffuse|Lymphoma, Mixed Lymphocytic Histiocytic|Lymphoma, Mixed Lymphocytic-Histiocytic|Lymphoma, Mixed Small and Large Cell, Diffuse|Lymphoma, Nonhodgkin|Lymphoma, Non Hodgkin|Lymphoma, Non-Hodgkin, Familial|Lymphoma, Nonhodgkin's|Lymphoma, Nonhodgkins|Lymphoma, Non Hodgkin's|Lymphoma, Non Hodgkins|Lymphoma, Non-Hodgkin's|Lymphoma, Non-Hodgkins|Lymphoma, Pleomorphic|Lymphoma, Small and Large Cleaved-Cell, Diffuse|Lymphoma, Small Cleaved Cell, Diffuse|Lymphoma, Small Cleaved-Cell, Diffuse|Lymphoma, Small Noncleaved Cell|Lymphoma, Small Noncleaved-Cell|Lymphoma, Small Non Cleaved Cell|Lymphoma, Small Non-Cleaved-Cell|Lymphoma, Undifferentiated|Lymphoma, Undifferentiated, Diffuse|Lymphosarcoma|Lymphosarcomas|Mixed Cell Lymphoma|Mixed-Cell Lymphoma|Mixed Cell Lymphoma, Diffuse|Mixed-Cell Lymphoma, Diffuse|Mixed-Cell Lymphomas|Mixed Lymphocytic-Histiocytic Lymphoma|Mixed Lymphocytic-Histiocytic Lymphomas|Mixed Lymphoma|Mixed Lymphomas|Mixed Small and Large Cell Lymphoma, Diffuse|NHL|Noncleaved-Cell Lymphoma, Small|Non-Cleaved-Cell Lymphoma, Small|Non Hodgkin Lymphoma|Non-Hodgkin Lymphoma|Nonhodgkin's Lymphoma|Nonhodgkins Lymphoma|Non Hodgkin's Lymphoma|Non-Hodgkin's Lymphoma|Non-Hodgkins Lymphoma|Pleomorphic Lymphoma|Pleomorphic Lymphomas|Reticulosarcoma|Reticulosarcomas|Reticulum Cell Sarcoma|Reticulum-Cell Sarcoma|Reticulum Cell Sarcomas|Reticulum-Cell Sarcomas|Sarcoma, Lymphatic|Sarcoma, Reticulum Cell|Sarcoma, Reticulum-Cell|Small Cleaved Cell Lymphoma, Diffuse|Small Cleaved-Cell Lymphoma, Diffuse|Small Noncleaved Cell Lymphoma|Small Noncleaved-Cell Lymphoma|Small Non Cleaved Cell Lymphoma|Small Non-Cleaved-Cell Lymphoma|Small Noncleaved-Cell Lymphomas|Small Non-Cleaved-Cell Lymphomas|Undifferentiated Lymphoma|Undifferentiated Lymphoma, Diffuse|Undifferentiated Lymphomas
Lymphoma, Primary Cutaneous Anaplastic Large Cell	MESH:D054446	MESH:D016410	Primary Cutaneous Anaplastic Large Cell Lymphoma|Primary Cutaneous CD30 positive Large T Cell Lymphoma|Primary Cutaneous CD30-positive Large T-Cell Lymphoma
Lymphoma, Primary Effusion	MESH:D054685	MESH:D016393	Effusion Lymphoma, Primary|Effusion Lymphomas, Primary|Lymphomas, Primary Effusion|Primary Effusion Lymphoma|Primary Effusion Lymphomas
Lymphoma, T-Cell	MESH:D016399	MESH:D008228	Lymphomas, T-Cell|Lymphoma, T Cell|T Cell Lymphoma|T-Cell Lymphoma|T-Cell Lymphomas
Lymphoma, T-Cell, Cutaneous	MESH:D016410	MESH:D016399	Cutaneous T Cell Lymphoma|Cutaneous T-Cell Lymphoma|Cutaneous T-Cell Lymphomas|Granulomatous Slack Skin|Lymphoma, Cutaneous T-Cell|Lymphomas, Cutaneous T-Cell|Lymphoma, T Cell, Cutaneous|Slack Skin, Granulomatous|T Cell Lymphoma, Cutaneous|T-Cell Lymphoma, Cutaneous|T-Cell Lymphomas, Cutaneous
Lymphoma, T-Cell, Peripheral	MESH:D016411	MESH:D016399	Lymphoma, Peripheral T-Cell|Lymphomas, Peripheral T-Cell|Lymphoma, T Cell, Peripheral|Peripheral T Cell Lymphoma|Peripheral T-Cell Lymphoma|Peripheral T-Cell Lymphomas|T Cell Lymphoma, Peripheral|T-Cell Lymphoma, Peripheral|T-Cell Lymphomas, Peripheral
Lymphomatoid Granulomatosis	MESH:D008230	MESH:D011230|MESH:D016393	Granulomatoses, Lymphomatoid|Granulomatosis, Lymphomatoid|Lymphomatoid Granulomatoses
Lymphomatoid Papulosis	MESH:D017731	MESH:D016410	Lymphomatoid Papuloses|Papuloses, Lymphomatoid|Papulosis, Lymphomatoid
Lymphopenia	MESH:D008231	MESH:D007153|MESH:D007970	Lymphocytopenia|Lymphocytopenias|Lymphopenias
Lymphopenic Hypergammaglobulinemia, Antibody Deficiency, Autoimmune Hemolytic Anemia, and Glomerulonephritis	MESH:C565427	MESH:D000744|MESH:D005921|MESH:D006942|MESH:D007153	
Lymphoproliferative Disorders	MESH:D008232	MESH:D007160|MESH:D008206	Disease, Duncan|Diseases, X-Linked Lymphoproliferative|Disease, X-Linked Lymphoproliferative|Disorder, Lymphoproliferative|Disorders, Lymphoproliferative|Disorders, X-Linked Lymphoproliferative|Disorder, X-Linked Lymphoproliferative|Duncan Disease|Duncan's Syndrome|EBV INFECTION, SEVERE, SUSCEPTIBILITY TO|EBVS|Epstein Barr Virus Induced Lymphoproliferative Disease In Males|Epstein-Barr Virus-Induced Lymphoproliferative Disease In Males|Epstein Barr Virus Infection, Familial Fatal|Epstein-Barr Virus Infection, Familial Fatal|Familial Fatal Epstein Barr Infection|Familial Fatal Epstein-Barr Infection|IMD5|Immunodeficiency 5|Immunodeficiency 5s|Immunodeficiency, X Linked Progressive Combined Variable|Immunodeficiency, X-Linked Progressive Combined Variable|INFECTIOUS MONONUCLEOSIS, SEVERE, SUSCEPTIBILITY TO|Lymphoproliferative Diseases, X-Linked|Lymphoproliferative Disease, X Linked|Lymphoproliferative Disease, X-Linked|Lymphoproliferative Disorder|Lymphoproliferative Disorders, X-Linked|Lymphoproliferative Disorder, X-Linked|Lymphoproliferative Syndromes, X-Linked|Lymphoproliferative Syndrome, X-Linked|Lymphoproliferative Syndrome, X-Linked, 1|LYP|Purtilo Syndrome|Purtilo Syndromes|Syndrome, Purtilo|Syndromes, Purtilo|Syndromes, X-Linked Lymphoproliferative|Syndrome, X-Linked Lymphoproliferative|X Linked Lymphoproliferative Disease|X-Linked Lymphoproliferative Disease|X-Linked Lymphoproliferative Diseases|X Linked Lymphoproliferative Disorder|X-Linked Lymphoproliferative Disorder|X-Linked Lymphoproliferative Disorders|X Linked Lymphoproliferative Syndrome|X-Linked Lymphoproliferative Syndrome|X-Linked Lymphoproliferative Syndromes|XLP|XLP1|XLPD
LYMPHOPROLIFERATIVE SYNDROME 2	OMIM:615122	MESH:D008232	CD27 DEFICIENCY|LPFS2
Lymphoproliferative Syndrome, Ebv-Associated, Autosomal, 1	MESH:C567815	MESH:D008232	LPFS1|LYMPHOPROLIFERATIVE SYNDROME 1
Lymphoproliferative Syndrome, X-Linked, 2	MESH:C564469	MESH:D008232|MESH:D040181	XIAP Deficiency|XLP2
Lynch Lee Murday syndrome	MESH:C537713	MESH:D003456|MESH:D003638|MESH:D008607|MESH:D017880	Caudal appendage, short terminal phalanges, deafness, cryptorchidism and mental retardation
Lynch Syndrome II	MESH:D055847	MESH:D003123	COCA2|Colon Cancer, Familial Nonpolyposis, Type 2|Colorectal Cancer, Hereditary Nonpolyposis, Type 2|FCC2|HNPCC2|LYNCH2|Lynch cancer family syndrome 2|Lynch Cancer Family Syndrome II|LYNCH SYNDROME 2
Lynch syndrome I (site-specific colonic cancer)	MESH:C537261	MESH:D003123	COCA1|COLON CANCER, FAMILIAL NONPOLYPOSIS, TYPE 1|COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 1|FCC1|HNPCC1|LYNCH1|LYNCH SYNDROME 1|LYNCH SYNDROME I, FORMERLY|LYNCH SYNDROME II, FORMERLY
Lyngstadaas syndrome	MESH:C537490	MESH:D014096|MESH:D043202	Steroid dehydrogenase deficiency dental anomalies
Lysine Intolerance	MESH:C563201	MESH:D020167	
Lysine Malabsorption Syndrome	MESH:C563080	MESH:D000592|MESH:D008286	
Lysinuric Protein Intolerance	MESH:C562687	MESH:D000592	Dibasic Amino Aciduria II|Hyperdibasic Aminoaciduria|LPI|LPI - Lysinuric Protein Intolerance
Lysosomal Alpha-N-Acetylgalactosaminidase Deficiency	MESH:C538648	MESH:D016464	
Lysosomal Storage Diseases	MESH:D016464	MESH:D008661	Disease, Lysosomal Storage|Diseases, Lysosomal Storage|Disorder, Lysosomal Enzyme|Disorders, Lysosomal Enzyme|Enzyme Disorder, Lysosomal|Enzyme Disorders, Lysosomal|Lysosomal Enzyme Disorder|Lysosomal Enzyme Disorders|Lysosomal Storage Disease
Lysosomal Storage Diseases, Nervous System	MESH:D020140	MESH:D016464|MESH:D020739	Lysosomal Enzyme Disorders, Nervous System|Nervous System Lysosomal Enzyme Disorders|Nervous System Lysosomal Storage Diseases
MacDermot Winter syndrome	MESH:C537714	MESH:D008831|MESH:D011596	MacDermot-Winter syndrome|Prominent glabella microcephaly hypogenitalism
Machado-Joseph Disease	MESH:D017827	MESH:D020754	3s, Spinocerebellar Ataxia|Ataxia 3, Spinocerebellar|Ataxia 3s, Spinocerebellar|Atrophy III, Spinocerebellar|Atrophy IIIs, Spinocerebellar|Autosomal Dominant Striatonigral Degeneration|Azorean Ataxia|Azorean Disease|Azorean Disease (Machado Joseph)|Azorean Disease (Machado-Joseph)|Azorean Disease, Nervous System|Azorean Neurologic Disease|Degeneration, Nigrospinodentatal|Degenerations, Nigrospinodentatal|Disease, Azorean|Disease, Azorean (Machado-Joseph)|Disease, Azorean Neurologic|Disease, Joseph|Disease, Joseph Azorean|Disease, Machado-Joseph|Disease, Machado-Joseph Azorean|III, Spinocerebellar Atrophy|Joseph Azorean Disease|Joseph Disease|Machado Joseph Azorean Disease|Machado-Joseph Azorean Disease|Machado Joseph Disease|Machado Joseph Disease Type I|Machado-Joseph Disease Type I|Machado Joseph Disease Type II|Machado-Joseph Disease Type II|Machado Joseph Disease Type III|Machado-Joseph Disease Type III|Machado Joseph Disease Type IV|Machado-Joseph Disease Type IV|MJD|Nervous System Azorean Disease|Neurologic Disease, Azorean|Nigrospinodentatal Degeneration|Nigrospinodentatal Degenerations|SCA3|Spinocerebellar Ataxia 3|Spinocerebellar Ataxia-3|Spinocerebellar Ataxia 3s|Spinocerebellar Ataxia Type 3|Spinocerebellar Atrophy III|Spinocerebellar Atrophy IIIs|Spinocerebellar Atrophy Type 3|SPINOPONTINE ATROPHY|Striatonigral Degeneration, Autosomal Dominant|Type 3 Spinocerebellar Ataxia|Type III Machado Joseph Disease|Type III Machado-Joseph Disease|Type II Machado Joseph Disease|Type II Machado-Joseph Disease|Type I Machado Joseph Disease|Type I Machado-Joseph Disease|Type IV Machado Joseph Disease|Type IV Machado-Joseph Disease
MacKay Shek Carr syndrome	MESH:C538364	MESH:D005901|MESH:D012162	Retinal degeneration, nanophthalmos, glaucoma|Retinal Degeneration with Nanophthalmos, Cystic Macular Degeneration, and Angle Closure Glaucoma
Macleod Fraser syndrome	MESH:C537715	MESH:D003286	
Macrocephaly, Alopecia, Cutis Laxa, and Scoliosis	MESH:C567770	MESH:D000505|MESH:D003483|MESH:D012600|MESH:D058627	MACROCEPHALY, ALOPECIA, CUTIS LAXA, AND SCOLIOSIS|MACS Syndrome|TALL FOREHEAD, SPARSE HAIR, SKIN HYPEREXTENSIBILITY, AND SCOLIOSIS
Macrocephaly Autism Syndrome	MESH:C565342	MESH:D001321|MESH:D019066|MESH:D058627	MACROCEPHALY/AUTISM SYNDROME
Macrocephaly, benign familial	MESH:C537717	MESH:D058627	Benign familial macrocephaly|Benign familial megalencephaly|Cole-Hughes syndrome
MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION	OMIM:617011	MESH:D011596|MESH:D019066|MESH:D058627	MDFPMR
Macrocephaly mesodermal hamartoma spectrum	MESH:C537716	MESH:D016715	Elattoproteus syndrome|Gigantism, partial, of hands and feet, nevi, hemihypertrophy, and macrocephaly|Hemihypertrophy and macrocephaly|Partial gigantism of hands and feet, nevi, hemihypertrophy, macrocephaly
Macrocephaly with Multiple Epiphyseal Dysplasia and Distinctive Facies	MESH:C564621	MESH:D010009|MESH:D019066|MESH:D058627	AGBK|AL-GAZALI-BAKALINOVA SYNDROME|MACROCEPHALY WITH MULTIPLE EPIPHYSEAL DYSPLASIA AND DISTINCTIVE FACIES|MMEDF
Macrocytosis, Familial	MESH:C564004	MESH:D006402	
Macrodactyly of the foot	MESH:C537719	MESH:D005532	Megalodactylism of the foot|Megalodactyly of the foot
Macrodactyly of the hand	MESH:C537720	MESH:D006228	Megalodactylism of the hand|Megalodactyly of the hand
Macroepiphyseal dysplasia, McAlister Coe type	MESH:C537721	MESH:D001848|MESH:D010024|MESH:D012871	Macroepiphyseal Dysplasia with Osteoporosis, Wrinkled Skin, and Aged Appearance|McAlister Coe Whyte syndrome
Macroglossia	MESH:D008260	MESH:D014060	Macroglossias
Macrogyria, pseudobulbar palsy and mental retardation	MESH:C537722	MESH:D001927|MESH:D008607|MESH:D020828	Kuzniecky Andermann syndrome
Macrophage Activation Syndrome	MESH:D055501	MESH:D008232	Syndrome, Macrophage Activation
Macrophagic myofasciitis	MESH:C537829	MESH:D005208|MESH:D009220	Macrophagic myofasciitis, childhood
Macrophthalmia, Colobomatous, with Microcornea	MESH:C566533	MESH:D003316|MESH:D005124	MACOM
Macrosomia Adiposa Congenita	MESH:C565425	MESH:D004700|MESH:D006130	
Macrosomia obesity macrocephaly ocular abnormalities	MESH:C535812	MESH:D000015|MESH:D003103|MESH:D005320|MESH:D008607|MESH:D009765|MESH:D058627	Macrocrania, obesity, ocular abnormalities (retinal coloboma and nystagmus)|Macrosomia, Obesity, Macrocephaly, And Ocular Abnormalities|MOMO syndrome
Macrosomia with lethal microphthalmia	MESH:C537830	MESH:D000015|MESH:D002972|MESH:D005320|MESH:D008850	Macrosomia microphthalmia cleft palate|Macrosomia with Microphthalmia, Lethal|Teebi Al-Saleh Hassoon syndrome
Macrostomia	MESH:D008265	MESH:D009056	COMMISSURAL CLEFT, ISOLATED|LATERAL CLEFT, ISOLATED|MACROSTOMIA, ISOLATED|Macrostomias|TRANSVERSE CLEFT, ISOLATED
Macrothrombocytopenia, Autosomal Dominant, Tubb1-Related	MESH:C567747	MESH:D013921	MACROTHROMBOCYTOPENIA, ISOLATED, 1, AUTOSOMAL DOMINANT|MACTHC1
Macrothrombocytopenia progressive deafness	MESH:C537831	MESH:D006319|MESH:D013921	Brodie Chole Griffin syndrome|Macrothrombocytopenia and Progressive Sensorineural Deafness
Macrothrombocytopenia, X-Linked	MESH:C564526	MESH:D013921|MESH:D040181	
Macular Corneal Dystrophy, Type II	MESH:C563270	MESH:D003317	
Macular Degeneration	MESH:D008268	MESH:D012162	Age Related Macular Degeneration|Age-Related Macular Degeneration|Age-Related Macular Degenerations|Age Related Maculopathies|Age-Related Maculopathies|Age Related Maculopathy|Age-Related Maculopathy|Degeneration, Macular|Dystrophy, Macular|Macular Degeneration, Age Related|Macular Degeneration, Age-Related|Macular Degenerations|Macular Dystrophies|Macular Dystrophy|Maculopathies|Maculopathies, Age-Related|Maculopathy|Maculopathy, Age Related|Maculopathy, Age-Related
